day,month,year,max_temp,min_temp,mean_temp,day_duration,sun_duration,precip_sum,precip_hours,wind_speed,wind_direction,radiation,eva,weather,sea_ice_extent
3,2,1990,-11.8,-18.5,-14.3,0,0.0,0.9,8,2.6,199,0.0,0.0,71,15.383
4,2,1990,-11.4,-16.4,-13.4,0,0.0,0.6,6,5.4,216,0.0,0.0,71,15.36
5,2,1990,-16.2,-18.5,-17.6,0,0.0,0.2,2,1.3,216,0.0,0.0,71,15.38
6,2,1990,-12.1,-16.0,-14.4,0,0.0,1.0,7,5.8,267,0.0,0.0,71,15.277
7,2,1990,-6.3,-11.6,-7.7,0,0.0,2.1,14,13.4,242,0.0,0.0,73,15.311
8,2,1990,-7.6,-18.9,-11.0,0,0.0,1.2,11,13.9,178,0.0,0.0,71,15.369
9,2,1990,-19.5,-22.9,-21.3,0,0.0,0.6,5,1.8,81,0.0,0.0,71,15.404
10,2,1990,-12.0,-22.5,-16.1,0,0.0,2.8,16,28.3,214,0.0,0.02,71,15.598
11,2,1990,-13.1,-18.3,-15.6,0,0.0,0.0,0,2.3,20,0.0,0.0,3,15.627
12,2,1990,-18.4,-19.8,-19.1,0,0.0,0.0,0,2.8,82,0.0,0.0,3,15.527
13,2,1990,-17.5,-18.5,-18.0,0,0.0,0.0,0,1.3,73,0.0,0.0,3,15.433
14,2,1990,-18.5,-19.5,-18.9,0,0.0,0.0,0,1.5,53,0.0,0.0,3,15.433
15,2,1990,-16.2,-19.8,-18.8,0,0.0,0.0,0,2.2,195,0.0,0.0,3,15.445
16,2,1990,-16.2,-19.9,-18.9,0,0.0,0.0,0,1.5,6,0.0,0.0,3,15.539
17,2,1990,-18.2,-19.6,-19.1,0,0.0,0.0,0,3.6,326,0.0,0.0,3,15.612
18,2,1990,-14.8,-17.7,-16.3,0,0.0,0.0,0,2.9,149,0.0,0.0,3,15.64
19,2,1990,-16.9,-17.9,-17.6,0,0.0,0.0,0,2.2,95,0.0,0.0,3,15.658
20,2,1990,-12.9,-16.6,-14.4,0,0.0,0.0,0,1.4,110,0.0,0.0,3,15.753
21,2,1990,-10.5,-12.9,-11.8,0,0.0,0.0,0,1.8,77,0.0,0.0,3,15.678
22,2,1990,-10.0,-13.1,-11.6,0,0.0,0.0,0,3.1,112,0.0,0.0,71,15.681
23,2,1990,-12.8,-18.1,-14.7,0,0.0,0.4,4,1.1,107,0.0,0.0,71,15.705
24,2,1990,-18.1,-23.1,-20.4,0,0.0,0.1,1,1.6,63,0.0,0.0,71,15.79
25,2,1990,-23.2,-24.9,-24.2,0,0.0,0.0,0,1.3,58,0.0,0.0,3,15.842
26,2,1990,-24.3,-25.5,-24.9,0,0.0,0.0,0,1.3,52,0.0,0.0,3,15.938
27,2,1990,-23.2,-25.4,-24.1,0,0.0,0.0,0,0.8,202,0.0,0.0,3,16.022
28,2,1990,-22.0,-23.2,-22.6,0,0.0,0.0,0,1.6,208,0.0,0.0,3,16.044
1,3,1990,-22.0,-24.0,-22.8,0,0.0,0.0,0,1.9,143,0.0,0.0,3,16.021
2,3,1990,-22.0,-24.2,-23.5,0,0.0,0.0,0,2.3,90,0.0,0.0,71,16.058
3,3,1990,-19.9,-21.9,-20.5,0,0.0,0.0,0,1.6,129,0.0,0.0,71,16.066
4,3,1990,-17.5,-20.4,-19.0,0,0.0,0.0,0,1.1,211,0.0,0.0,71,16.084
5,3,1990,-16.5,-20.6,-18.0,0,0.0,0.0,0,1.3,195,0.0,0.0,71,16.06
6,3,1990,-17.8,-21.2,-19.4,0,0.0,0.0,0,4.0,108,0.0,0.0,71,16.001
7,3,1990,-17.0,-18.5,-17.5,0,0.0,0.0,0,2.9,260,0.0,0.0,71,15.961
8,3,1990,-17.0,-19.4,-18.1,0,0.0,0.0,0,3.7,277,0.0,0.0,3,15.992
9,3,1990,-19.5,-21.8,-20.8,0,0.0,0.0,0,1.1,313,0.0,0.0,3,16.083
10,3,1990,-21.4,-23.6,-22.6,0,0.0,0.0,0,1.1,355,0.0,0.0,71,16.095
11,3,1990,-20.5,-21.8,-21.0,0,0.0,0.0,0,1.1,32,0.0,0.0,3,16.167
12,3,1990,-22.0,-24.0,-23.3,0,0.0,0.0,0,1.3,109,0.0,0.0,3,16.249
13,3,1990,-19.8,-24.4,-22.5,0,0.0,0.0,0,1.3,136,0.0,0.0,3,16.2
14,3,1990,-16.9,-19.6,-18.5,0,0.0,0.0,0,1.5,180,0.0,0.0,71,16.173
15,3,1990,-16.5,-19.2,-18.0,0,0.0,0.0,0,0.8,135,0.0,0.0,71,16.059
16,3,1990,-18.9,-20.5,-19.7,0,0.0,0.0,0,2.3,170,0.0,0.0,3,15.98
17,3,1990,-19.6,-21.1,-20.2,0,0.0,0.0,0,2.3,207,0.0,0.0,71,15.859
18,3,1990,-20.6,-23.8,-21.2,0,0.0,0.0,0,2.9,268,0.0,0.0,71,15.739
19,3,1990,-22.3,-24.2,-23.6,86400,0.0,0.0,0,1.9,147,0.0,0.0,3,15.715
20,3,1990,-14.6,-22.0,-17.7,86400,0.0,0.9,3,3.4,191,0.02,0.0,73,15.627
21,3,1990,-16.5,-18.9,-17.5,86400,0.0,0.0,0,2.0,31,0.15,0.01,3,15.683
22,3,1990,-19.0,-21.8,-20.3,86400,0.0,0.0,0,1.1,59,0.39,0.0,3,15.734
23,3,1990,-20.5,-22.0,-21.4,86400,0.0,0.0,0,2.0,53,0.6900000000000001,0.0,3,15.771
24,3,1990,-19.0,-21.2,-20.4,86400,0.0,0.0,0,1.8,312,0.91,0.0,71,15.74
25,3,1990,-18.8,-22.0,-20.1,86400,3224.66,0.0,0,1.5,283,1.23,0.01,71,15.609
26,3,1990,-14.1,-21.4,-17.9,86400,0.0,2.3,10,11.1,244,1.39,0.05,73,15.564
27,3,1990,-8.6,-13.9,-11.5,86400,5109.53,3.5,19,27.4,226,1.51,0.1,73,15.479
28,3,1990,-9.1,-11.4,-10.0,86400,2227.91,1.1,5,10.6,174,1.79,0.07,73,15.483
29,3,1990,-10.6,-15.4,-14.0,86400,0.0,0.4,3,1.1,281,2.29,0.04,71,15.526
30,3,1990,-14.5,-16.9,-15.7,86400,42.08,0.0,0,2.1,130,2.76,0.05,71,15.54
31,3,1990,-14.6,-17.4,-15.5,86400,211.37,0.0,0,1.3,232,2.88,0.06,71,15.551
1,4,1990,-16.5,-18.0,-17.3,86400,542.38,0.0,0,0.8,148,3.27,0.06,71,15.533
2,4,1990,-17.4,-18.2,-17.7,86400,262.77,0.0,0,0.8,43,3.67,0.07,3,15.483
3,4,1990,-17.0,-17.4,-17.3,86400,0.0,0.0,0,0.8,12,3.87,0.08,3,15.551
4,4,1990,-16.2,-17.5,-17.0,86400,4123.76,0.0,0,1.1,249,4.5,0.1,3,15.524
5,4,1990,-14.9,-15.8,-15.1,86400,0.0,0.1,1,2.4,242,4.27,0.13,71,15.455
6,4,1990,-14.8,-20.6,-19.0,86400,43236.97,0.2,2,7.9,16,5.65,0.14,71,15.402
7,4,1990,-20.3,-21.6,-21.0,86400,58931.85,0.0,0,2.5,175,6.72,0.12,3,15.393
8,4,1990,-21.2,-23.5,-22.3,86400,61254.6,0.0,0,2.6,118,7.5,0.12,71,15.275
9,4,1990,-20.3,-23.9,-21.9,86400,44505.25,0.0,0,3.0,91,7.35,0.13,71,15.037
10,4,1990,-21.9,-24.0,-23.1,86400,50645.09,0.0,0,1.8,32,8.07,0.13,3,14.897
11,4,1990,-12.6,-21.6,-15.6,86400,35733.46,0.5,3,6.7,189,7.7,0.22,71,14.85
12,4,1990,-13.6,-14.5,-14.2,86400,18013.59,0.2,2,1.1,111,7.06,0.24,71,14.743
13,4,1990,-12.1,-13.6,-12.6,86400,9101.84,0.0,0,2.4,102,7.69,0.28,71,14.664
14,4,1990,-12.5,-14.4,-13.6,86400,13840.5,0.0,0,1.4,18,8.14,0.29,71,14.673
15,4,1990,-14.4,-15.1,-14.7,86400,5770.71,0.0,0,1.0,21,8.36,0.29,3,14.627
16,4,1990,-13.2,-14.9,-14.0,86400,9146.72,0.0,0,0.8,342,8.81,0.32,3,14.566
17,4,1990,-10.3,-13.2,-11.5,86400,11464.7,0.5,5,2.2,252,9.1,0.38,71,14.384
18,4,1990,-10.1,-10.9,-10.7,86400,15277.11,0.0,0,1.5,13,9.27,0.41,3,14.303
19,4,1990,-6.4,-10.0,-8.4,86400,0.0,1.9,10,3.1,49,7.61,0.42,73,14.247
20,4,1990,-4.9,-9.1,-6.9,86400,1688.59,0.0,0,2.3,352,8.91,0.5,3,14.364
21,4,1990,-4.9,-14.0,-8.9,86400,686.68,0.0,0,0.8,97,9.43,0.49,3,14.322
22,4,1990,-14.1,-14.9,-14.4,86400,10596.13,0.0,0,0.8,102,11.23,0.42,3,14.268
23,4,1990,-13.8,-14.4,-14.0,86400,18528.59,0.0,0,1.1,185,12.01,0.46,3,14.212
24,4,1990,-13.6,-14.4,-13.9,86400,18278.99,0.0,0,1.4,174,12.09,0.47,3,14.162
25,4,1990,-14.6,-15.2,-14.9,86400,22424.44,0.0,0,1.1,97,12.57,0.46,3,14.051
26,4,1990,-12.2,-14.4,-13.3,86400,0.0,1.5,11,2.3,208,11.49,0.49,71,14.04
27,4,1990,-9.6,-12.1,-10.6,86400,7903.93,1.2,12,4.0,252,12.23,0.58,71,13.981
28,4,1990,-10.1,-12.4,-11.5,86400,1081.88,0.0,0,3.3,89,12.69,0.59,71,13.85
29,4,1990,-11.2,-12.1,-11.5,86400,1837.1,1.1,11,1.8,340,12.86,0.6,71,13.798
30,4,1990,-10.6,-12.2,-11.5,86400,54442.19,0.2,2,7.4,243,15.45,0.67,71,13.847
1,5,1990,-9.0,-10.5,-9.8,86400,62207.19,0.0,0,2.1,73,16.0,0.77,3,13.621
2,5,1990,-8.2,-10.1,-8.9,86400,54627.17,0.0,0,2.7,349,16.03,0.8300000000000001,71,13.587
3,5,1990,-7.8,-9.9,-9.2,86400,2771.05,0.4,4,2.6,273,14.89,0.77,71,13.571
4,5,1990,-7.2,-7.7,-7.4,86400,33173.92,0.0,0,3.0,279,16.31,0.89,71,13.563
5,5,1990,-7.8,-9.6,-8.4,86400,62051.39,0.0,0,1.9,206,17.87,0.94,71,13.6
6,5,1990,-6.9,-10.4,-9.6,86400,22657.62,2.6,8,4.7,178,15.52,0.81,73,13.614
7,5,1990,-4.9,-10.2,-8.6,86400,29101.33,3.7,7,2.4,39,15.52,0.85,73,13.609
8,5,1990,-4.1,-9.3,-7.4,86400,1366.38,0.3,3,4.7,237,14.33,0.86,71,13.556
9,5,1990,-4.9,-9.1,-6.7,86400,11295.41,0.0,0,1.5,75,15.81,0.97,3,13.502
10,5,1990,-5.9,-6.4,-6.2,86400,662.85,0.0,0,1.3,54,14.76,0.96,3,13.432
11,5,1990,-5.7,-6.4,-6.2,86400,10092.9,0.0,0,1.9,26,16.58,1.05,3,13.423
12,5,1990,-5.2,-5.8,-5.6,86400,36445.57,0.0,0,2.3,20,18.32,1.17,71,13.419
13,5,1990,-5.0,-6.8,-5.9,86400,9647.31,0.0,0,1.9,265,18.19,1.16,71,13.31
14,5,1990,-4.2,-5.2,-4.6,86400,25940.36,0.0,0,2.6,44,18.63,1.24,71,13.277
15,5,1990,-3.3,-5.0,-4.3,86400,34546.65,0.4,4,2.9,59,19.39,1.32,71,13.284
16,5,1990,-1.4,-4.1,-3.2,86400,19062.14,1.5,7,4.5,154,16.43,1.2,73,13.284
17,5,1990,-1.5,-3.5,-2.6,86400,7301.8,0.2,2,1.8,337,16.88,1.3,71,13.217
18,5,1990,-0.8,-1.9,-1.2,86400,8633.76,0.0,0,2.3,52,16.98,1.38,3,13.218
19,5,1990,0.6000000000000001,-1.4,-0.7000000000000001,86400,0.0,0.1,1,2.6,211,13.51,1.21,71,13.167
20,5,1990,0.6000000000000001,-0.3,0.1,86400,0.0,1.7000000000000002,8,2.9,183,13.53,1.24,73,13.185
21,5,1990,-0.3,-2.3,-1.3,86400,0.0,9.4,24,2.0,193,12.42,1.1,73,13.155
22,5,1990,-1.1,-2.5,-1.8,86400,22941.92,2.9,16,4.7,217,17.64,1.39,73,13.04
23,5,1990,0.1,-2.4,-1.1,86400,7584.1,0.2,2,2.5,36,16.94,1.42,71,12.969
24,5,1990,-1.7000000000000002,-3.2,-2.4,86400,26001.87,0.0,0,2.9,356,18.46,1.46,71,12.972
25,5,1990,-1.8,-2.7,-2.1,86400,56790.43,0.0,0,2.5,52,22.76,1.73,3,12.922
26,5,1990,-0.9,-3.2,-1.9,86400,36626.52,0.0,0,1.8,8,20.91,1.66,71,12.871
27,5,1990,-0.9,-2.1,-1.4,86400,82618.23,0.1,1,1.5,358,26.7,2.07,71,12.794
28,5,1990,-2.0,-3.3,-2.3,86400,77939.52,0.1,1,1.5,122,26.57,1.98,71,12.776
29,5,1990,-2.3,-3.4,-2.9,86400,51545.21,1.6,8,2.2,0,24.65,1.82,73,12.753
30,5,1990,0.6000000000000001,-2.0,-0.4,86400,5478.27,2.7,8,1.3,342,17.55,1.54,73,12.705
31,5,1990,0.3,0.2,0.2,86400,4310.15,0.0,0,1.3,328,18.32,1.65,71,12.605
1,6,1990,0.2,-0.2,-0.0,86400,5271.03,3.2,10,1.6,173,16.82,1.52,73,12.361
2,6,1990,0.1,-0.8,-0.2,86400,82933.86,0.0,0,1.8,305,27.69,2.25,71,12.258
3,6,1990,0.4,0.1,0.2,86400,83102.39,0.0,0,1.1,187,29.66,2.49,2,12.257
4,6,1990,0.6000000000000001,0.2,0.3,86400,60815.44,0.0,0,1.1,84,25.06,2.16,3,12.16
5,6,1990,0.7000000000000001,0.2,0.4,86400,67632.23,0.0,0,1.5,219,22.89,2.0,71,12.145
6,6,1990,0.6000000000000001,-0.6000000000000001,0.1,86400,59903.97,0.0,0,2.3,63,25.99,2.16,3,12.107
7,6,1990,0.6000000000000001,-0.3,0.2,86400,38525.24,0.0,0,1.5,230,21.64,1.91,3,12.056
8,6,1990,0.6000000000000001,0.4,0.5,86400,70462.07,0.0,0,1.9,278,23.35,2.03,3,12.002
9,6,1990,0.6000000000000001,0.3,0.5,86400,82370.93,0.0,0,3.3,63,28.13,2.3,2,11.952
10,6,1990,0.5,0.3,0.4,86400,83023.67,0.0,0,2.8,60,28.49,2.33,2,11.927
11,6,1990,0.6000000000000001,0.3,0.4,86400,79943.79,0.0,0,2.3,29,26.21,2.25,3,11.849
12,6,1990,0.6000000000000001,0.4,0.4,86400,82998.48,0.0,0,1.1,6,29.02,2.49,2,11.773
13,6,1990,0.6000000000000001,0.1,0.2,86400,82233.16,0.0,0,1.1,212,27.4,2.35,3,11.765
14,6,1990,0.8,0.2,0.5,86400,77840.06,0.0,0,1.0,103,25.15,2.23,3,11.751
15,6,1990,0.9,0.8,0.8,86400,52609.39,0.0,0,2.3,280,22.6,2.05,3,11.75
16,6,1990,0.9,0.6000000000000001,0.7000000000000001,86400,49170.36,0.0,0,0.8,283,23.65,2.14,3,11.682
17,6,1990,1.1,0.9,1.0,86400,73843.48,0.0,0,1.6,54,25.89,2.29,3,11.59
18,6,1990,1.0,-0.3,0.2,86400,36962.12,0.0,0,1.8,19,24.07,2.08,3,11.497
19,6,1990,0.6000000000000001,-0.2,0.4,86400,1242.09,0.0,0,1.5,230,16.47,1.55,71,11.487
20,6,1990,0.8,0.5,0.6000000000000001,86400,8724.58,0.0,0,1.5,159,17.7,1.66,71,11.372
21,6,1990,0.8,0.2,0.6000000000000001,86400,9998.06,0.0,0,4.5,195,19.44,1.7000000000000002,3,11.336
22,6,1990,1.1,0.2,0.8,86400,40173.67,0.0,0,3.4,113,21.48,1.92,3,11.34
23,6,1990,1.1,0.6000000000000001,1.0,86400,64724.57,0.0,0,1.1,129,23.56,2.14,3,11.308
24,6,1990,0.6000000000000001,0.4,0.5,86400,3083.44,0.0,0,1.1,152,19.66,1.8,3,11.229
25,6,1990,0.6000000000000001,-0.2,0.1,86400,11175.5,0.0,0,1.8,135,20.43,1.81,3,11.164
26,6,1990,0.8,-0.1,0.1,86400,4652.88,0.0,0,1.5,178,18.73,1.71,3,11.116
27,6,1990,1.3,0.8,1.0,86400,322.29,0.0,0,1.3,205,15.51,1.52,3,11.088
28,6,1990,1.2,0.6000000000000001,0.9,86400,11093.62,0.0,0,2.2,6,17.09,1.62,3,11.049
29,6,1990,1.1,0.6000000000000001,0.8,86400,52690.8,0.0,0,3.1,101,21.12,1.87,3,10.991
30,6,1990,1.0,0.6000000000000001,0.8,86400,33049.88,0.2,2,2.6,41,20.04,1.82,71,10.855
1,7,1990,1.4,0.6000000000000001,0.8,86400,17333.68,0.8,5,3.3,224,15.19,1.43,71,10.624
2,7,1990,1.2,0.2,0.8,86400,50347.56,0.9,5,3.6,235,20.11,1.84,71,10.571
3,7,1990,1.1,0.6000000000000001,0.8,86400,66536.25,0.0,0,4.5,285,24.18,2.06,3,10.49
4,7,1990,1.2,1.0,1.1,86400,84871.4,0.0,0,2.3,327,26.83,2.31,2,10.438
5,7,1990,1.3,0.4,0.8,86400,64341.08,0.0,0,1.9,87,23.18,2.06,3,10.328
6,7,1990,0.8,0.5,0.6000000000000001,86400,83452.54,0.0,0,2.3,162,25.87,2.2,3,10.305
7,7,1990,0.9,0.6000000000000001,0.7000000000000001,86400,24959.7,1.3,9,3.2,229,15.37,1.43,71,10.21
8,7,1990,0.9,0.4,0.7000000000000001,86400,51948.34,5.7,14,8.1,255,18.26,1.52,73,10.079
9,7,1990,1.0,0.4,0.8,86400,63421.5,0.0,0,3.4,78,24.85,2.1,3,10.043
10,7,1990,1.1,0.6000000000000001,0.9,86400,70057.19,0.2,1,3.3,50,22.93,2.01,71,9.881
11,7,1990,0.9,0.3,0.7000000000000001,86400,24145.13,5.2,17,3.6,232,18.04,1.59,73,9.815
12,7,1990,1.4,0.7000000000000001,1.0,86400,86058.85,0.0,0,2.5,34,26.09,2.23,3,9.711
13,7,1990,1.4,0.7000000000000001,1.0,86400,79415.75,0.0,0,2.3,37,23.7,2.06,3,9.599
14,7,1990,1.2,0.7000000000000001,1.0,86400,19079.32,0.1,1,2.0,277,17.51,1.61,71,9.548
15,7,1990,1.2,0.6000000000000001,1.0,86400,37493.53,0.0,0,4.0,251,18.01,1.64,3,9.284
16,7,1990,1.2,0.9,1.1,86400,86225.11,0.0,0,2.3,147,24.96,2.1,3,9.16
17,7,1990,1.0,0.4,0.7000000000000001,86400,86116.46,0.0,0,2.1,130,24.12,2.03,3,9.084
18,7,1990,0.9,0.3,0.6000000000000001,86400,77227.67,0.0,0,2.1,118,22.26,1.89,3,9.04
19,7,1990,0.9,0.7000000000000001,0.8,86400,56541.34,0.0,0,1.6,138,18.56,1.66,3,8.949
20,7,1990,1.5,0.8,1.1,86400,41803.21,0.0,0,1.8,8,18.5,1.67,3,8.86
21,7,1990,2.1,0.9,1.5,86400,2466.75,1.5,7,1.8,8,10.03,1.06,51,8.813
22,7,1990,2.0,1.0,1.5,86400,0.0,1.3,4,1.3,193,10.32,1.09,53,8.759
23,7,1990,1.7000000000000002,0.8,1.0,86400,9519.18,0.0,0,1.8,110,15.94,1.45,3,8.569
24,7,1990,1.7000000000000002,0.4,1.4,86400,139.46,0.0,0,1.8,94,13.08,1.26,3,8.451
25,7,1990,1.0,0.2,0.7000000000000001,86400,158.64,0.0,0,2.4,47,14.05,1.26,3,8.312
26,7,1990,0.8,0.2,0.6000000000000001,86400,372.27,0.0,0,1.1,4,11.99,1.15,3,8.208
27,7,1990,0.8,0.4,0.6000000000000001,86400,467.91,0.0,0,1.8,10,11.98,1.13,3,8.095
28,7,1990,1.1,0.7000000000000001,0.9,86400,7527.69,0.0,0,1.8,118,12.51,1.17,3,7.912
29,7,1990,0.8,0.2,0.6000000000000001,86400,32582.87,1.3,6,2.8,119,14.03,1.23,73,7.891
30,7,1990,0.6000000000000001,0.4,0.5,86400,6291.8,0.0,0,2.7,73,13.63,1.2,71,7.864
31,7,1990,0.7000000000000001,0.2,0.4,86400,4169.08,5.6,18,2.2,86,12.02,1.09,73,7.752
1,8,1990,0.8,0.6000000000000001,0.7000000000000001,86400,52321.45,0.0,0,3.1,52,15.85,1.3,3,7.686
2,8,1990,1.1,0.5,0.8,86400,53123.0,0.0,0,3.2,56,15.85,1.31,3,7.536
3,8,1990,0.9,0.3,0.6000000000000001,86400,16687.65,0.0,0,4.9,64,13.85,1.14,3,7.52
4,8,1990,1.1,0.7000000000000001,0.9,86400,28510.16,0.0,0,2.2,57,13.66,1.18,3,7.505
5,8,1990,1.0,0.5,0.8,86400,0.0,1.0,4,1.5,70,9.23,0.91,71,7.368
6,8,1990,0.8,0.5,0.6000000000000001,86400,0.0,1.6,10,1.1,287,7.91,0.8200000000000001,73,7.307
7,8,1990,1.1,0.6000000000000001,0.8,86400,0.0,3.0,4,2.5,117,7.93,0.81,55,7.15
8,8,1990,1.5,0.3,0.7000000000000001,86400,27161.28,1.2,6,4.8,178,10.59,0.93,71,7.164
9,8,1990,0.9,0.7000000000000001,0.9,86400,467.97,0.0,0,2.5,182,10.23,0.93,3,7.098
10,8,1990,0.9,0.2,0.5,86400,8754.94,0.0,0,3.1,145,11.49,0.98,3,7.068
11,8,1990,0.6000000000000001,0.3,0.4,86400,3268.94,0.3,3,7.8,237,9.69,0.78,71,7.018
12,8,1990,0.6000000000000001,0.4,0.6000000000000001,86400,37731.24,0.0,0,3.2,102,12.63,1.0,3,7.007
13,8,1990,0.6000000000000001,0.1,0.4,86400,7709.59,0.0,0,3.4,22,10.78,0.89,3,6.924
14,8,1990,0.6000000000000001,0.1,0.4,86400,3472.78,0.0,0,2.2,7,8.27,0.76,3,6.891
15,8,1990,0.6000000000000001,-0.1,0.3,86400,0.0,0.0,0,1.1,7,8.06,0.74,3,6.861
16,8,1990,0.7000000000000001,0.1,0.4,86400,0.0,0.0,0,1.3,344,6.16,0.64,3,6.723
17,8,1990,0.8,0.5,0.6000000000000001,86400,1902.05,0.0,0,1.6,50,7.11,0.67,3,6.649
18,8,1990,0.8,0.4,0.5,86400,711.18,0.0,0,2.1,77,8.15,0.72,3,6.607
19,8,1990,0.2,-0.8,-0.4,86400,3687.52,0.0,0,2.1,37,9.01,0.72,3,6.6
20,8,1990,0.3,-0.4,-0.1,86400,2441.76,0.0,0,3.3,51,8.83,0.7000000000000001,3,6.511
21,8,1990,0.2,-0.6000000000000001,-0.1,86400,807.27,0.0,0,2.3,23,7.53,0.63,3,6.564
22,8,1990,0.3,-0.6000000000000001,-0.1,86400,10699.64,0.0,0,2.7,27,8.52,0.66,3,6.46
23,8,1990,0.6000000000000001,-0.6000000000000001,0.2,86400,0.0,0.0,0,2.6,56,7.2,0.6,3,6.41
24,8,1990,-0.5,-1.3,-0.9,86400,0.0,0.0,0,2.5,34,7.23,0.56,3,6.359
25,8,1990,0.2,-0.6000000000000001,-0.2,86400,0.0,0.0,0,1.3,79,7.05,0.56,71,6.318
26,8,1990,0.1,-0.6000000000000001,-0.2,86400,13128.35,0.0,0,0.8,314,7.65,0.56,71,6.274
27,8,1990,-0.6000000000000001,-1.0,-0.8,86400,22066.14,0.0,0,1.3,334,7.83,0.53,3,6.254
28,8,1990,-0.9,-2.1,-1.5,86400,11409.45,0.0,0,4.8,280,7.04,0.48,71,6.238
29,8,1990,0.2,-1.0,-0.3,86400,1346.1,0.0,0,2.5,245,5.8100000000000005,0.45,71,6.21
30,8,1990,0.4,-1.1,-0.3,86400,1045.43,0.8,8,5.4,255,4.72,0.4,71,6.231
31,8,1990,-0.8,-2.8,-2.1,86400,625.29,0.7000000000000001,6,2.3,121,5.53,0.38,71,6.211
1,9,1990,-1.0,-2.7,-1.6,86400,0.0,0.0,0,2.7,101,5.14,0.36,3,6.198
2,9,1990,-1.5,-2.7,-2.0,86400,0.0,0.9,7,1.8,139,4.32,0.33,71,6.191
3,9,1990,-0.5,-1.7000000000000002,-1.3,86400,0.0,10.7,21,8.6,207,3.25,0.3,73,6.207
4,9,1990,-0.7000000000000001,-2.8,-1.8,86400,473.58,0.0,0,8.7,203,4.61,0.28,71,6.116
5,9,1990,-3.0,-4.5,-3.9,86400,4565.51,0.6,5,2.0,30,4.43,0.25,71,6.141
6,9,1990,-2.5,-5.1,-3.9,86400,2377.27,0.3,2,1.6,278,4.06,0.23,71,6.162
7,9,1990,1.0,-3.0,-0.2,86400,0.0,2.9,8,1.6,217,2.79,0.25,53,6.127
8,9,1990,0.6000000000000001,-5.3,-2.0,86400,0.0,0.0,0,9.7,208,3.24,0.22,71,6.161
9,9,1990,0.1,-4.7,-2.3,86400,0.0,0.6,5,4.0,280,3.08,0.18,71,6.197
10,9,1990,0.9,-1.1,0.1,86400,0.0,3.6,13,1.1,180,2.67,0.18,73,6.117
11,9,1990,0.6000000000000001,-6.8,-2.6,86400,1865.42,3.6,8,6.6,242,2.52,0.16,73,6.094
12,9,1990,-4.7,-5.6,-5.1,86400,175.2,0.0,0,2.3,191,2.77,0.09,3,6.147
13,9,1990,-1.8,-5.5,-4.8,86400,0.0,1.2,7,8.3,213,2.17,0.11,71,6.103
14,9,1990,-1.1,-4.3,-2.7,86400,0.0,0.0,0,3.1,47,1.86,0.1,3,6.111
15,9,1990,-3.0,-4.1,-3.5,86400,0.0,0.0,0,1.3,357,1.73,0.05,3,6.131
16,9,1990,-3.2,-3.8,-3.6,86400,0.0,0.0,0,1.6,76,1.54,0.02,71,6.089
17,9,1990,-2.8,-3.8,-3.3,86400,0.0,1.9,9,3.1,56,1.3,0.02,73,6.133
18,9,1990,-2.0,-3.5,-2.8,86400,0.0,0.0,0,1.5,297,0.97,0.03,71,6.035
19,9,1990,-0.2,-2.1,-1.3,86400,596.46,1.1,3,3.1,240,0.75,0.03,73,6.031
20,9,1990,0.2,-2.8,-1.3,86400,0.0,0.7000000000000001,4,2.5,231,0.48,0.04,71,6.066
21,9,1990,-3.0,-5.4,-4.6,86400,0.0,0.0,0,2.1,252,0.37,0.0,3,6.011
22,9,1990,-2.8,-5.5,-4.1,86400,0.0,0.0,0,4.1,239,0.16,0.01,71,6.039
23,9,1990,-3.8,-10.1,-7.7,86400,0.0,0.0,0,3.9,99,0.03,0.02,3,6.074
24,9,1990,-8.8,-9.9,-9.3,86400,0.0,0.0,0,2.5,74,0.0,0.0,3,6.125
25,9,1990,-9.1,-9.6,-9.3,0,0.0,0.0,0,1.3,130,0.0,0.0,3,6.141
26,9,1990,-6.4,-9.8,-8.8,0,0.0,0.0,0,2.6,133,0.0,0.0,71,6.135
27,9,1990,-6.2,-7.5,-6.9,0,0.0,0.0,0,3.3,246,0.0,0.0,71,6.174
28,9,1990,-7.4,-9.2,-8.4,0,0.0,0.0,0,2.9,152,0.0,0.0,3,6.252
29,9,1990,-8.6,-9.6,-8.9,0,0.0,0.0,0,2.3,54,0.0,0.0,3,6.338
30,9,1990,-9.8,-11.1,-10.6,0,0.0,0.0,0,4.0,47,0.0,0.0,71,6.438
1,10,1990,-7.6,-12.9,-9.9,0,0.0,0.0,0,6.6,189,0.0,0.0,71,6.626
2,10,1990,-12.4,-14.6,-13.3,0,0.0,0.0,0,3.3,118,0.0,0.0,3,6.74
3,10,1990,-14.4,-15.8,-14.9,0,0.0,0.0,0,4.2,73,0.0,0.0,3,6.879
4,10,1990,-15.4,-16.7,-16.1,0,0.0,0.0,0,3.3,281,0.0,0.0,3,7.063
5,10,1990,-15.6,-16.5,-16.0,0,0.0,0.0,0,1.5,290,0.0,0.0,3,7.172
6,10,1990,-15.6,-16.0,-15.7,0,0.0,0.0,0,1.3,142,0.0,0.0,3,7.196
7,10,1990,-15.4,-16.2,-15.9,0,0.0,0.0,0,3.2,99,0.0,0.0,3,7.242
8,10,1990,-10.4,-15.1,-12.8,0,0.0,1.3,9,9.5,199,0.0,0.0,71,7.294
