day,month,year,max_temp,min_temp,mean_temp,day_duration,sun_duration,precip_sum,precip_hours,wind_speed,wind_direction,radiation,eva,weather,sea_ice_extent
12,5,2008,-9.1,-10.3,-9.7,86400,26194.47,0.0,0,1.5,88,18.73,0.99,3,13.199
13,5,2008,-9.8,-10.8,-10.4,86400,83198.82,0.0,0,1.8,101,23.85,1.16,3,13.154
14,5,2008,-6.3,-9.4,-7.6,86400,17441.41,2.2,12,10.0,232,18.9,1.08,71,13.086
15,5,2008,-6.7,-9.0,-7.9,86400,62037.5,0.0,0,4.2,342,22.0,1.21,3,13.049
16,5,2008,-7.2,-8.6,-8.0,86400,40213.2,0.0,0,1.6,140,20.49,1.18,3,13.048
17,5,2008,-7.2,-8.6,-7.8,86400,55133.78,0.0,0,2.2,153,21.71,1.25,71,12.984
18,5,2008,-7.2,-7.7,-7.4,86400,61941.33,0.0,0,1.8,317,24.36,1.43,3,12.875
19,5,2008,-5.3,-7.3,-6.2,86400,16263.12,0.4,2,2.0,102,19.63,1.26,71,12.775
20,5,2008,-2.7,-5.2,-3.4,86400,40247.42,0.6,3,1.5,20,20.26,1.47,73,12.672
21,5,2008,-2.5,-3.9,-3.0,86400,57714.32,0.0,0,1.6,20,21.22,1.55,3,12.639
22,5,2008,-3.9,-4.7,-4.4,86400,83180.05,0.0,0,2.2,66,28.07,1.84,71,12.612
23,5,2008,-2.5,-4.5,-3.8,86400,23026.29,0.0,0,2.9,115,19.94,1.44,71,12.602
24,5,2008,-1.6,-4.0,-2.3,86400,11600.98,0.8,8,6.5,224,19.98,1.41,71,12.587
25,5,2008,-1.6,-2.8,-1.9,86400,61594.26,0.0,0,5.3,88,22.5,1.65,71,12.503
26,5,2008,-2.0,-4.1,-3.1,86400,22981.77,0.0,0,5.1,23,20.96,1.53,3,12.481
27,5,2008,-1.2,-2.9,-1.9,86400,38661.33,0.1,1,1.8,258,21.05,1.66,71,12.43
28,5,2008,-2.2,-4.3,-3.1,86400,74046.2,0.0,0,4.3,202,25.5,1.83,71,12.316
29,5,2008,-3.3,-3.8,-3.6,86400,83133.73,0.0,0,2.0,61,27.04,1.91,3,12.318
30,5,2008,-2.8,-3.4,-3.1,86400,82570.86,0.0,0,1.6,104,28.77,2.06,71,12.267
31,5,2008,-3.2,-3.6,-3.4,86400,83117.16,0.1,1,1.1,23,28.94,2.07,71,12.224
1,6,2008,-2.0,-3.4,-2.9,86400,82629.8,0.0,0,1.3,330,28.4,2.1,3,12.164
2,6,2008,-1.5,-2.0,-1.7000000000000002,86400,54897.41,1.4,6,2.3,257,23.63,1.87,73,12.119
3,6,2008,-1.6,-1.8,-1.7000000000000002,86400,4707.35,2.3,18,1.9,156,20.43,1.67,71,12.111
4,6,2008,-1.5,-2.1,-1.9,86400,82403.73,0.2,1,1.8,85,26.64,2.08,71,11.984
5,6,2008,-1.0,-1.8,-1.4,86400,80921.38,0.0,0,3.6,98,27.05,2.09,71,11.869
6,6,2008,0.2,-0.9,-0.2,86400,83062.26,0.0,0,1.6,121,28.6,2.37,3,11.825
7,6,2008,0.1,-0.3,-0.2,86400,83051.88,0.0,0,1.8,39,29.38,2.41,71,11.714
8,6,2008,0.6000000000000001,-0.8,-0.1,86400,32025.1,0.0,0,3.3,289,19.65,1.6800000000000002,71,11.632
9,6,2008,0.7000000000000001,-0.2,0.4,86400,32145.03,0.0,0,3.7,302,17.63,1.54,71,11.578
10,6,2008,0.4,-0.2,0.1,86400,64847.61,0.1,1,1.4,153,23.85,2.07,71,11.498
11,6,2008,0.6000000000000001,0.3,0.4,86400,9171.65,1.1,6,1.6,55,18.07,1.67,71,11.541
12,6,2008,0.6000000000000001,0.1,0.4,86400,57231.87,1.4,7,3.0,128,23.85,2.05,73,11.478
13,6,2008,0.6000000000000001,0.4,0.5,86400,72677.09,0.0,0,3.0,95,27.39,2.32,71,11.414
14,6,2008,0.6000000000000001,-0.3,0.2,86400,29721.16,0.6,4,2.7,131,19.82,1.78,71,11.363
15,6,2008,0.6000000000000001,-0.2,0.4,86400,20369.83,0.1,1,6.8,200,18.39,1.59,71,11.268
16,6,2008,0.6000000000000001,-0.6000000000000001,-0.2,86400,54454.33,0.0,0,4.5,110,22.55,1.88,3,11.189
17,6,2008,0.9,0.6000000000000001,0.7000000000000001,86400,7155.18,0.4,3,1.6,117,19.34,1.78,71,11.137
18,6,2008,0.9,0.7000000000000001,0.8,86400,40964.21,0.0,0,1.8,61,21.81,1.95,3,11.072
19,6,2008,0.9,0.6000000000000001,0.7000000000000001,86400,62205.43,0.0,0,1.6,102,24.17,2.16,3,11.024
20,6,2008,0.8,0.5,0.6000000000000001,86400,56545.89,0.0,0,1.6,63,23.22,2.1,3,10.954
21,6,2008,0.8,0.6000000000000001,0.7000000000000001,86400,23698.96,0.0,0,1.3,355,20.89,1.91,71,10.894
22,6,2008,0.9,0.6000000000000001,0.8,86400,48104.06,0.0,0,2.9,255,22.33,1.98,3,10.803
23,6,2008,0.9,0.3,0.7000000000000001,86400,52147.71,2.1,7,3.3,251,24.42,2.11,73,10.719
24,6,2008,0.9,0.7000000000000001,0.8,86400,68976.77,0.1,1,3.9,251,27.31,2.37,71,10.663
25,6,2008,1.0,0.3,0.7000000000000001,86400,46973.48,3.5,9,4.7,235,21.86,1.93,73,10.552
26,6,2008,0.9,-0.3,0.4,86400,55993.8,2.1,8,6.1,256,25.89,2.16,73,10.504
27,6,2008,1.0,0.6000000000000001,0.8,86400,69398.51,1.2,5,4.0,64,26.43,2.26,73,10.393
28,6,2008,1.2,0.6000000000000001,0.9,86400,33420.17,1.1,4,3.8,192,18.56,1.66,73,10.326
29,6,2008,2.0,1.0,1.6,86400,14321.12,0.0,0,1.8,45,16.95,1.65,3,10.263
30,6,2008,1.5,-0.2,0.5,86400,19359.02,0.0,0,1.5,18,19.86,1.79,71,10.199
1,7,2008,1.3,-0.1,0.9,86400,9716.89,0.0,0,2.4,37,18.07,1.6800000000000002,3,9.93
2,7,2008,0.9,0.3,0.6000000000000001,86400,0.0,3.9,6,3.0,256,11.68,1.19,75,9.921
3,7,2008,1.0,0.6000000000000001,0.9,86400,0.0,0.2,2,1.1,40,15.12,1.48,71,9.821
4,7,2008,1.2,0.7000000000000001,1.0,86400,15961.14,0.0,0,1.1,51,18.24,1.7000000000000002,3,9.742
5,7,2008,1.1,0.2,0.4,86400,2802.37,0.0,0,1.5,350,18.41,1.65,3,9.645
6,7,2008,0.9,0.2,0.6000000000000001,86400,1550.42,0.0,0,1.3,239,13.3,1.31,3,9.649
7,7,2008,0.9,0.5,0.7000000000000001,86400,2046.82,0.0,0,1.8,252,15.27,1.45,3,9.491
8,7,2008,0.8,0.4,0.5,86400,0.0,7.4,12,2.5,261,8.23,0.93,75,9.45
9,7,2008,0.9,0.4,0.7000000000000001,86400,3409.09,0.0,0,1.9,118,14.59,1.39,71,9.396
10,7,2008,1.0,0.6000000000000001,0.8,86400,20133.77,0.0,0,1.8,119,16.02,1.5,3,9.315
11,7,2008,0.9,0.6000000000000001,0.8,86400,5994.88,0.0,0,1.8,135,12.63,1.24,3,9.211
12,7,2008,1.0,0.2,0.7000000000000001,86400,2672.59,0.3,2,2.5,297,13.36,1.29,71,9.122
13,7,2008,0.6000000000000001,0.1,0.4,86400,41292.11,0.0,0,1.8,16,16.52,1.51,3,9.033
14,7,2008,1.1,-0.1,0.4,86400,20238.9,3.2,12,2.6,178,14.31,1.34,73,8.982
15,7,2008,1.0,0.7000000000000001,0.9,86400,60076.44,0.0,0,2.3,127,19.74,1.73,3,8.766
16,7,2008,0.8,0.6000000000000001,0.7000000000000001,86400,49255.26,0.0,0,2.1,153,18.2,1.6,3,8.688
17,7,2008,1.1,0.7000000000000001,0.8,86400,42823.77,0.0,0,1.5,159,17.22,1.57,3,8.617
18,7,2008,1.2,0.4,1.0,86400,46096.0,0.0,0,2.9,87,17.79,1.55,3,8.511
19,7,2008,0.7000000000000001,0.2,0.4,86400,318.93,0.0,0,2.9,91,13.52,1.25,3,8.408
20,7,2008,0.9,0.1,0.4,86400,6235.59,0.0,0,2.5,98,14.74,1.34,3,8.28
21,7,2008,0.9,0.1,0.5,86400,43502.77,0.0,0,1.8,81,17.2,1.52,3,8.165
22,7,2008,0.8,0.4,0.6000000000000001,86400,58523.07,0.0,0,1.3,82,18.21,1.61,3,8.108
23,7,2008,0.8,0.7000000000000001,0.7000000000000001,86400,33423.16,0.0,0,2.3,11,16.34,1.44,3,7.989
24,7,2008,1.1,0.8,0.9,86400,34828.75,0.0,0,1.9,351,16.27,1.47,3,7.894
25,7,2008,1.1,0.8,1.0,86400,65161.34,0.0,0,1.3,33,18.32,1.62,3,7.755
26,7,2008,1.4,0.8,1.0,86400,74502.62,0.0,0,1.8,40,19.08,1.63,3,7.746
27,7,2008,1.2,-0.3,0.5,86400,41024.01,0.0,0,1.6,47,18.1,1.53,3,7.675
28,7,2008,0.9,0.5,0.7000000000000001,86400,4159.3,0.0,0,3.0,227,13.58,1.23,3,7.566
29,7,2008,1.1,0.6000000000000001,0.7000000000000001,86400,31464.58,0.0,0,1.0,194,15.15,1.36,3,7.466
30,7,2008,1.3,0.0,0.7000000000000001,86400,13340.33,0.0,0,3.6,75,13.79,1.21,3,7.347
31,7,2008,1.6,0.4,1.2,86400,57770.66,0.0,0,5.6,272,17.75,1.46,3,7.327
1,8,2008,1.2,0.7000000000000001,1.0,86400,10134.27,0.5,3,2.5,80,12.77,1.13,51,7.203
2,8,2008,1.4,0.2,0.7000000000000001,86400,0.0,6.1,6,5.4,166,8.79,0.86,61,7.096
3,8,2008,2.2,0.2,0.8,86400,647.48,1.4,4,5.9,261,9.44,0.91,71,7.089
4,8,2008,0.7000000000000001,0.4,0.5,86400,0.0,1.9,11,1.1,104,8.38,0.85,73,6.948
5,8,2008,0.8,0.6000000000000001,0.7000000000000001,86400,0.0,0.0,0,1.1,158,8.79,0.88,3,6.69
6,8,2008,1.1,0.1,0.6000000000000001,86400,3550.4,0.0,0,1.6,56,9.95,0.93,71,6.584
7,8,2008,0.4,0.2,0.3,86400,0.0,1.9,9,2.0,209,6.6,0.7000000000000001,73,6.516
8,8,2008,0.6000000000000001,0.3,0.5,86400,38998.6,0.0,0,2.1,216,12.35,1.05,3,6.539
9,8,2008,0.8,0.1,0.5,86400,32108.45,0.0,0,2.9,101,10.7,0.94,3,6.421
10,8,2008,0.4,-0.6000000000000001,-0.1,86400,0.0,0.4,3,2.6,99,8.61,0.8,71,6.285
11,8,2008,0.8,0.0,0.4,86400,1368.02,0.0,0,2.2,248,8.86,0.81,3,6.259
12,8,2008,0.6000000000000001,0.1,0.4,86400,0.0,2.0,8,2.8,59,7.71,0.73,73,6.155
13,8,2008,1.7000000000000002,0.4,1.0,86400,2959.51,2.8,13,7.6,249,5.43,0.61,71,6.095
14,8,2008,1.0,-0.2,0.4,86400,9983.59,0.0,0,3.0,275,8.5,0.77,71,6.025
15,8,2008,0.6000000000000001,0.2,0.4,86400,13415.9,0.0,0,3.4,359,8.76,0.77,3,5.974
16,8,2008,0.8,0.1,0.4,86400,4358.59,0.4,3,3.6,80,8.01,0.71,71,5.893
17,8,2008,0.6000000000000001,0.3,0.5,86400,0.0,0.0,0,2.2,106,7.07,0.66,3,5.851
18,8,2008,0.4,0.1,0.2,86400,0.0,5.1,24,1.5,52,5.0,0.55,73,5.73
19,8,2008,0.2,0.1,0.1,86400,0.0,0.3,3,2.2,268,5.55,0.56,71,5.619
20,8,2008,0.3,0.2,0.3,86400,353.03,0.4,4,2.2,261,7.26,0.63,71,5.624
21,8,2008,0.3,0.1,0.2,86400,1651.77,0.0,0,1.1,245,8.16,0.66,71,5.539
22,8,2008,0.2,-0.1,0.1,86400,463.54,0.0,0,1.6,241,8.13,0.64,3,5.476
23,8,2008,-0.1,-1.5,-0.6000000000000001,86400,10003.58,0.0,0,3.0,252,8.18,0.61,3,5.419
24,8,2008,0.3,-1.0,-0.3,86400,15238.46,0.0,0,4.3,251,6.94,0.54,71,5.236
25,8,2008,-0.3,-2.0,-1.3,86400,15702.33,0.0,0,2.7,265,7.61,0.54,71,5.106
26,8,2008,-1.2,-2.0,-1.7000000000000002,86400,20614.1,0.0,0,3.3,111,7.57,0.51,3,5.019
27,8,2008,-2.2,-3.0,-2.6,86400,4929.6,0.0,0,1.5,87,6.71,0.46,3,5.037
28,8,2008,-1.4,-2.3,-2.0,86400,2369.66,0.0,0,2.7,58,5.97,0.44,3,5.023
29,8,2008,-2.2,-3.8,-3.0,86400,3991.39,0.0,0,2.6,97,6.03,0.41,3,5.012
30,8,2008,-2.5,-3.2,-2.8,86400,925.57,0.0,0,2.5,148,5.73,0.38,3,4.938
31,8,2008,-3.2,-4.0,-3.6,86400,14709.21,0.0,0,3.1,36,6.15,0.37,3,4.904
1,9,2008,-2.4,-3.8,-2.7,86400,3307.21,0.0,0,3.6,96,5.7,0.33,3,4.828
2,9,2008,-2.8,-4.7,-4.0,86400,8385.17,0.0,0,3.1,81,5.61,0.31,3,4.717
3,9,2008,-3.5,-4.8,-4.4,86400,0.0,0.0,0,3.0,90,4.98,0.26,3,4.741
4,9,2008,0.4,-3.5,-1.2,86400,0.0,2.7,9,2.1,226,3.61,0.29,73,4.686
5,9,2008,0.6000000000000001,0.4,0.6000000000000001,86400,0.0,1.3,8,2.5,221,3.62,0.28,71,4.691
6,9,2008,0.4,-0.9,-0.1,86400,0.0,0.7000000000000001,6,5.4,149,3.49,0.24,71,4.7
7,9,2008,0.4,0.1,0.3,86400,0.0,0.8,4,3.2,217,3.23,0.23,73,4.664
8,9,2008,0.0,-2.8,-1.1,86400,0.0,0.0,0,3.3,89,3.26,0.19,71,4.627
9,9,2008,-3.2,-4.1,-3.7,86400,0.0,0.0,0,2.1,4,3.37,0.15,3,4.651
10,9,2008,-3.2,-5.2,-3.9,86400,0.0,0.0,0,1.6,27,2.95,0.12,71,4.603
11,9,2008,-5.3,-8.0,-6.8,86400,6746.99,0.0,0,1.1,10,3.14,0.07,3,4.577
12,9,2008,-7.0,-10.0,-9.1,86400,0.0,0.0,0,2.3,33,2.6,0.06,3,4.574
13,9,2008,-3.0,-6.6,-5.3,86400,0.0,0.0,0,2.7,267,2.21,0.06,71,4.598
14,9,2008,-5.3,-6.6,-5.7,86400,0.0,0.0,0,1.5,267,1.98,0.04,3,4.599
15,9,2008,-6.2,-8.6,-7.5,86400,0.0,0.0,0,2.9,283,1.7000000000000002,0.03,3,4.601
16,9,2008,-5.5,-6.2,-5.8,86400,0.0,0.0,0,2.2,278,1.42,0.02,3,4.615
17,9,2008,-4.6,-5.6,-4.9,86400,0.0,0.0,0,1.9,248,1.12,0.01,3,4.602
18,9,2008,-5.2,-6.9,-5.7,86400,643.85,0.0,0,2.9,9,1.0,0.0,3,4.548
19,9,2008,-6.3,-8.6,-7.6,86400,3439.71,0.0,0,2.3,1,0.78,0.0,3,4.565
20,9,2008,-4.4,-6.2,-5.1,86400,0.0,0.0,0,0.8,341,0.46,0.0,3,4.598
21,9,2008,-4.5,-6.0,-5.1,86400,0.0,0.0,0,2.8,202,0.26,0.0,3,4.659
22,9,2008,-6.1,-6.9,-6.5,86400,0.0,0.0,0,3.5,113,0.07,0.02,3,4.658
23,9,2008,-5.9,-7.9,-6.8,86400,0.0,0.0,0,3.4,90,0.0,0.0,3,4.679
24,9,2008,-6.6,-7.3,-6.9,86400,0.0,0.0,0,1.5,59,0.0,0.0,3,4.692
25,9,2008,-7.4,-10.3,-9.3,0,0.0,0.0,0,2.6,76,0.0,0.0,3,4.729
26,9,2008,-10.4,-14.4,-12.5,0,0.0,0.0,0,2.7,41,0.0,0.0,3,4.763
27,9,2008,-12.3,-14.3,-13.2,0,0.0,0.0,0,3.1,33,0.0,0.0,3,4.811
28,9,2008,-10.0,-13.9,-12.0,0,0.0,0.0,0,2.5,310,0.0,0.0,71,4.884
29,9,2008,-9.4,-10.5,-9.7,0,0.0,0.0,0,2.1,244,0.0,0.0,71,4.925
30,9,2008,-9.3,-10.9,-10.1,0,0.0,0.0,0,2.1,234,0.0,0.0,3,5.038
1,10,2008,-9.3,-10.3,-9.8,0,0.0,0.0,0,2.5,269,0.0,0.0,71,5.254
2,10,2008,-10.2,-11.7,-11.2,0,0.0,0.0,0,1.8,103,0.0,0.0,3,5.336
3,10,2008,-11.3,-13.2,-12.2,0,0.0,1.6,9,3.3,217,0.0,0.0,71,5.431
4,10,2008,-12.8,-14.5,-13.6,0,0.0,0.1,1,5.8,220,0.0,0.0,71,5.505
5,10,2008,-11.6,-14.4,-13.6,0,0.0,0.7000000000000001,5,5.6,225,0.0,0.0,71,5.63
6,10,2008,-11.3,-19.0,-15.0,0,0.0,0.7000000000000001,6,2.7,326,0.0,0.0,71,5.786
7,10,2008,-16.0,-19.6,-18.7,0,0.0,1.4,9,3.4,99,0.0,0.0,71,5.948
8,10,2008,-15.8,-21.2,-19.0,0,0.0,0.6,4,3.1,271,0.0,0.0,71,6.064
9,10,2008,-13.3,-21.5,-17.9,0,0.0,0.6,4,9.8,256,0.0,0.0,71,6.313
10,10,2008,-16.0,-19.6,-18.3,0,0.0,0.0,0,2.1,31,0.0,0.0,3,6.409
11,10,2008,-9.6,-19.8,-12.9,0,0.0,0.0,0,7.5,301,0.0,0.0,71,6.615
12,10,2008,-9.4,-13.4,-11.2,0,0.0,0.0,0,1.6,328,0.0,0.0,3,6.772
13,10,2008,-12.4,-13.2,-12.7,0,0.0,0.0,0,1.5,263,0.0,0.0,3,6.91
14,10,2008,-13.1,-13.9,-13.5,0,0.0,0.0,0,2.9,259,0.0,0.0,3,7.093
15,10,2008,-13.9,-16.1,-15.3,0,0.0,0.1,1,2.8,228,0.0,0.0,71,7.252
16,10,2008,-9.9,-15.1,-12.4,0,0.0,4.9,23,6.5,244,0.0,0.0,73,7.459
17,10,2008,-15.4,-19.1,-18.0,0,0.0,0.0,0,5.8,133,0.0,0.0,71,7.601
18,10,2008,-15.1,-16.8,-15.9,0,0.0,0.0,0,5.6,215,0.0,0.0,3,7.737
19,10,2008,-15.1,-18.4,-16.8,0,0.0,0.0,0,1.8,127,0.0,0.0,3,7.905
20,10,2008,-17.7,-20.3,-18.8,0,0.0,0.0,0,3.4,140,0.0,0.0,3,8.026
21,10,2008,-20.0,-20.3,-20.1,0,0.0,0.0,0,2.9,82,0.0,0.0,3,8.126
22,10,2008,-19.0,-20.1,-19.3,0,0.0,0.0,0,1.8,46,0.0,0.0,3,8.352
23,10,2008,-15.7,-19.2,-17.9,0,0.0,0.0,0,1.5,105,0.0,0.0,71,8.528
24,10,2008,-14.1,-15.6,-14.6,0,0.0,1.5,8,1.6,358,0.0,0.0,71,8.667
25,10,2008,-12.4,-14.4,-13.5,0,0.0,3.0,19,3.3,313,0.0,0.0,71,8.762
26,10,2008,-14.6,-18.5,-16.7,0,0.0,0.0,0,2.9,340,0.0,0.0,71,8.842
27,10,2008,-17.2,-18.4,-17.7,0,0.0,0.0,0,1.8,247,0.0,0.0,3,8.914
28,10,2008,-16.7,-18.5,-17.4,0,0.0,0.0,0,2.9,304,0.0,0.0,3,8.994
29,10,2008,-16.2,-17.5,-16.8,0,0.0,0.0,0,1.4,264,0.0,0.0,3,9.107
30,10,2008,-17.3,-20.5,-18.8,0,0.0,0.0,0,1.3,2,0.0,0.0,3,9.193
31,10,2008,-19.5,-21.1,-20.5,0,0.0,0.0,0,1.9,334,0.0,0.0,3,9.315
1,11,2008,-13.9,-19.3,-15.8,0,0.0,0.0,0,1.1,50,0.0,0.0,3,9.363
2,11,2008,-14.3,-17.1,-16.0,0,0.0,0.9,9,2.9,164,0.0,0.0,71,9.331
3,11,2008,-16.0,-17.4,-17.0,0,0.0,0.0,0,4.3,42,0.0,0.0,3,9.399
4,11,2008,-14.6,-16.6,-15.4,0,0.0,0.0,0,2.3,61,0.0,0.0,71,9.57
5,11,2008,-14.1,-16.2,-15.0,0,0.0,0.0,0,2.2,61,0.0,0.0,3,9.708
6,11,2008,-14.4,-16.5,-15.7,0,0.0,0.1,1,3.8,340,0.0,0.0,71,9.794
7,11,2008,-13.8,-18.6,-15.5,0,0.0,0.5,3,6.6,224,0.0,0.0,71,9.963
8,11,2008,-18.9,-21.6,-20.6,0,0.0,0.0,0,4.3,307,0.0,0.0,3,10.062
9,11,2008,-20.4,-22.1,-21.5,0,0.0,0.0,0,1.8,5,0.0,0.0,3,10.089
10,11,2008,-17.5,-21.5,-19.6,0,0.0,0.0,0,1.3,272,0.0,0.0,3,10.122
11,11,2008,-16.5,-18.1,-17.4,0,0.0,0.0,0,2.2,193,0.0,0.0,3,10.129
12,11,2008,-17.4,-18.6,-18.0,0,0.0,0.0,0,2.2,162,0.0,0.0,3,10.09
13,11,2008,-16.6,-17.5,-17.0,0,0.0,0.0,0,1.6,22,0.0,0.0,3,10.111
14,11,2008,-17.1,-19.5,-18.2,0,0.0,0.0,0,1.6,150,0.0,0.0,3,10.119
15,11,2008,-18.3,-20.2,-19.8,0,0.0,0.1,1,3.1,83,0.0,0.0,71,10.215
16,11,2008,-13.6,-17.9,-15.2,0,0.0,0.6,4,6.6,257,0.0,0.0,71,10.339
17,11,2008,-16.5,-21.4,-19.7,0,0.0,0.0,0,3.1,300,0.0,0.0,71,10.476
18,11,2008,-17.0,-24.7,-20.5,0,0.0,0.0,0,2.6,137,0.0,0.0,71,10.468
19,11,2008,-21.9,-25.8,-24.5,0,0.0,0.0,0,2.8,68,0.0,0.0,3,10.637
20,11,2008,-16.1,-21.7,-18.2,0,0.0,0.0,0,1.8,196,0.0,0.0,3,10.715
21,11,2008,-15.6,-16.0,-15.9,0,0.0,0.0,0,2.6,219,0.0,0.0,3,10.667
22,11,2008,-12.9,-16.5,-15.5,0,0.0,0.0,0,0.8,108,0.0,0.0,71,10.696
23,11,2008,-8.1,-12.6,-9.9,0,0.0,1.3,11,9.2,203,0.0,0.0,71,10.785
24,11,2008,-10.1,-13.9,-12.4,0,0.0,1.9,9,11.8,221,0.0,0.0,73,10.912
25,11,2008,-9.8,-13.1,-11.5,0,0.0,1.2,10,11.0,227,0.0,0.0,71,10.928
26,11,2008,-13.4,-15.5,-14.4,0,0.0,0.0,0,1.3,103,0.0,0.0,3,11.029
27,11,2008,-15.6,-18.6,-17.3,0,0.0,0.0,0,2.5,72,0.0,0.0,3,11.043
28,11,2008,-17.9,-24.0,-21.9,0,0.0,0.0,0,3.7,139,0.0,0.0,3,11.122
29,11,2008,-16.9,-24.1,-19.8,0,0.0,1.2,8,2.7,142,0.0,0.0,71,11.152
30,11,2008,-18.5,-19.8,-19.3,0,0.0,0.0,0,5.1,215,0.0,0.0,71,11.252
1,12,2008,-19.4,-23.2,-21.3,0,0.0,0.0,0,4.7,266,0.0,0.0,3,11.492
2,12,2008,-17.5,-22.2,-20.3,0,0.0,0.8,6,8.1,232,0.0,0.0,71,11.521
3,12,2008,-17.0,-20.6,-18.6,0,0.0,0.0,0,4.2,81,0.0,0.0,71,11.586
4,12,2008,-20.7,-21.6,-21.0,0,0.0,0.0,0,1.5,45,0.0,0.0,3,11.68
5,12,2008,-21.9,-22.6,-22.2,0,0.0,0.0,0,2.1,62,0.0,0.0,3,11.781
6,12,2008,-22.5,-24.4,-23.4,0,0.0,0.0,0,2.1,57,0.0,0.0,3,11.811
7,12,2008,-24.4,-25.1,-24.7,0,0.0,0.0,0,1.8,30,0.0,0.0,3,11.936
8,12,2008,-24.0,-25.0,-24.5,0,0.0,0.0,0,1.1,250,0.0,0.0,3,12.147
9,12,2008,-21.3,-23.9,-21.9,0,0.0,0.0,0,2.6,189,0.0,0.0,71,12.224
10,12,2008,-21.5,-25.5,-23.8,0,0.0,0.0,0,2.2,102,0.0,0.0,3,12.343
11,12,2008,-22.1,-24.1,-23.0,0,0.0,0.0,0,1.6,40,0.0,0.0,3,12.35
12,12,2008,-20.1,-24.9,-23.4,0,0.0,0.0,0,2.9,360,0.0,0.0,3,12.424
13,12,2008,-19.7,-20.6,-20.3,0,0.0,0.0,0,3.6,216,0.0,0.0,3,12.309
14,12,2008,-20.0,-25.4,-22.3,0,0.0,0.0,0,2.5,296,0.0,0.0,3,12.281
15,12,2008,-24.9,-26.0,-25.4,0,0.0,0.0,0,1.3,324,0.0,0.0,3,12.377
16,12,2008,-22.6,-25.0,-24.1,0,0.0,0.0,0,1.3,233,0.0,0.0,71,12.407
17,12,2008,-22.4,-22.8,-22.6,0,0.0,0.0,0,1.5,51,0.0,0.0,3,12.367
18,12,2008,-22.5,-23.3,-22.8,0,0.0,0.0,0,1.8,61,0.0,0.0,3,12.357
19,12,2008,-19.9,-22.5,-20.9,0,0.0,0.0,0,1.8,229,0.0,0.0,71,12.447
20,12,2008,-21.1,-22.0,-21.6,0,0.0,0.0,0,2.6,224,0.0,0.0,3,12.461
21,12,2008,-21.8,-25.8,-24.5,0,0.0,0.0,0,2.2,88,0.0,0.0,3,12.436
22,12,2008,-24.4,-25.8,-24.9,0,0.0,0.0,0,2.2,158,0.0,0.0,3,12.676
23,12,2008,-26.0,-27.6,-27.0,0,0.0,0.0,0,2.2,339,0.0,0.0,3,12.636
24,12,2008,-14.4,-26.0,-19.0,0,0.0,0.0,0,2.3,54,0.0,0.0,71,12.698
25,12,2008,-10.4,-18.0,-13.4,0,0.0,1.8,13,3.9,225,0.0,0.0,71,12.794
26,12,2008,-11.4,-14.2,-13.3,0,0.0,1.2,9,4.5,175,0.0,0.0,71,12.94
27,12,2008,-14.1,-19.4,-17.0,0,0.0,0.1,1,3.1,196,0.0,0.0,71,12.847
28,12,2008,-19.2,-20.8,-20.1,0,0.0,0.0,0,1.8,10,0.0,0.0,3,12.882
29,12,2008,-19.5,-22.0,-21.0,0,0.0,0.0,0,0.8,291,0.0,0.0,3,12.926
30,12,2008,-20.7,-22.0,-21.4,0,0.0,0.0,0,1.8,203,0.0,0.0,71,12.929
31,12,2008,-20.8,-21.7,-21.3,0,0.0,0.0,0,1.3,217,0.0,0.0,3,13.048
1,1,2009,-20.2,-21.1,-20.7,0,0.0,0.0,0,3.1,300,0.0,0.0,3,13.189
2,1,2009,-20.0,-21.2,-20.6,0,0.0,0.0,0,2.9,52,0.0,0.0,3,13.18
3,1,2009,-21.3,-24.9,-23.0,0,0.0,0.0,0,4.2,53,0.0,0.0,3,13.267
4,1,2009,-22.8,-25.8,-24.5,0,0.0,0.0,0,2.9,15,0.0,0.0,3,13.286
5,1,2009,-21.4,-23.2,-21.9,0,0.0,0.0,0,2.7,236,0.0,0.0,3,13.352
6,1,2009,-19.4,-23.1,-20.5,0,0.0,0.5,5,4.6,263,0.0,0.0,71,13.447
7,1,2009,-21.1,-26.5,-23.7,0,0.0,0.0,0,3.4,284,0.0,0.0,3,13.478
8,1,2009,-25.9,-28.2,-27.5,0,0.0,0.0,0,2.8,310,0.0,0.0,3,13.586
9,1,2009,-24.5,-30.2,-28.0,0,0.0,0.0,0,5.4,262,0.0,0.0,3,13.646
10,1,2009,-23.0,-30.0,-26.5,0,0.0,0.0,0,3.6,121,0.0,0.0,3,13.73
11,1,2009,-22.8,-24.6,-23.6,0,0.0,0.0,0,3.6,115,0.0,0.0,3,13.777
12,1,2009,-22.3,-24.3,-23.5,0,0.0,0.0,0,4.8,138,0.0,0.0,71,13.79
13,1,2009,-22.7,-26.2,-24.8,0,0.0,0.0,0,4.7,267,0.0,0.0,71,13.857
14,1,2009,-16.1,-22.5,-18.2,0,0.0,0.5,5,4.4,224,0.0,0.0,71,14.008
15,1,2009,-18.9,-20.0,-19.5,0,0.0,0.0,0,3.3,225,0.0,0.0,3,14.115
16,1,2009,-19.6,-22.9,-21.1,0,0.0,0.0,0,3.4,111,0.0,0.0,3,14.123
17,1,2009,-21.3,-22.9,-22.1,0,0.0,0.0,0,2.9,354,0.0,0.0,3,14.094
